building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
0,0,2016-04-03 11:00:00,0.0,0,Education,7432,2.008e+03,,19.4,2.0,3.3,0.0,1.019e+03,360.0,7.2
50,0,2016-04-03 11:00:00,0.0,0,Other,4698,1.981e+03,,19.4,2.0,3.3,0.0,1.019e+03,360.0,7.2
50,1,2016-04-03 11:00:00,2701.46,0,Other,4698,1.981e+03,,19.4,2.0,3.3,0.0,1.019e+03,360.0,7.2
100,0,2016-04-03 11:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,19.4,2.0,3.3,0.0,1.019e+03,360.0,7.2
150,0,2016-04-03 11:00:00,366.1,1,Office,65657,1.955e+03,8.0,13.0,,8.2,,1.007e+03,170.0,4.1
0,0,2016-04-03 12:00:00,0.0,0,Education,7432,2.008e+03,,21.1,4.0,3.3,0.0,1.019e+03,20.0,5.7
50,0,2016-04-03 12:00:00,0.0,0,Other,4698,1.981e+03,,21.1,4.0,3.3,0.0,1.019e+03,20.0,5.7
50,1,2016-04-03 12:00:00,2659.25,0,Other,4698,1.981e+03,,21.1,4.0,3.3,0.0,1.019e+03,20.0,5.7
100,0,2016-04-03 12:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.1,4.0,3.3,0.0,1.019e+03,20.0,5.7
150,0,2016-04-03 12:00:00,370.7,1,Office,65657,1.955e+03,8.0,13.9,,7.3,,1.0065e+03,150.0,5.1
0,0,2016-04-03 13:00:00,0.0,0,Education,7432,2.008e+03,,21.7,4.0,3.9,0.0,1.019e+03,0.0,0.0
50,0,2016-04-03 13:00:00,0.0,0,Other,4698,1.981e+03,,21.7,4.0,3.9,0.0,1.019e+03,0.0,0.0
50,1,2016-04-03 13:00:00,2659.25,0,Other,4698,1.981e+03,,21.7,4.0,3.9,0.0,1.019e+03,0.0,0.0
100,0,2016-04-03 13:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,4.0,3.9,0.0,1.019e+03,0.0,0.0
150,0,2016-04-03 13:00:00,379.3,1,Office,65657,1.955e+03,8.0,13.7,,6.3,,1.006e+03,140.0,4.1
0,0,2016-04-03 14:00:00,0.0,0,Education,7432,2.008e+03,,22.8,6.0,4.4,0.0,1.018e+03,20.0,3.1
50,0,2016-04-03 14:00:00,0.0,0,Other,4698,1.981e+03,,22.8,6.0,4.4,0.0,1.018e+03,20.0,3.1
50,1,2016-04-03 14:00:00,2659.25,0,Other,4698,1.981e+03,,22.8,6.0,4.4,0.0,1.018e+03,20.0,3.1
100,0,2016-04-03 14:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,22.8,6.0,4.4,0.0,1.018e+03,20.0,3.1
150,0,2016-04-03 14:00:00,382.0,1,Office,65657,1.955e+03,8.0,14.2,,7.3,,1.005e+03,140.0,3.1
0,0,2016-04-03 15:00:00,0.0,0,Education,7432,2.008e+03,,24.4,,4.4,0.0,1.0175e+03,,2.1
50,0,2016-04-03 15:00:00,0.0,0,Other,4698,1.981e+03,,24.4,,4.4,0.0,1.0175e+03,,2.1
50,1,2016-04-03 15:00:00,2659.25,0,Other,4698,1.981e+03,,24.4,,4.4,0.0,1.0175e+03,,2.1
100,0,2016-04-03 15:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,,4.4,0.0,1.0175e+03,,2.1
150,0,2016-04-03 15:00:00,385.8,1,Office,65657,1.955e+03,8.0,14.1,,7.0,,1.0045e+03,130.0,3.6
0,0,2016-04-03 16:00:00,0.0,0,Education,7432,2.008e+03,,24.4,4.0,2.2,0.0,1.0175e+03,,1.5
50,0,2016-04-03 16:00:00,0.0,0,Other,4698,1.981e+03,,24.4,4.0,2.2,0.0,1.0175e+03,,1.5
50,1,2016-04-03 16:00:00,2617.04,0,Other,4698,1.981e+03,,24.4,4.0,2.2,0.0,1.0175e+03,,1.5
100,0,2016-04-03 16:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,4.0,2.2,0.0,1.0175e+03,,1.5
150,0,2016-04-03 16:00:00,383.5,1,Office,65657,1.955e+03,8.0,15.5,,8.2,,1.0035e+03,130.0,4.1
0,0,2016-04-03 17:00:00,0.0,0,Education,7432,2.008e+03,,24.4,4.0,4.4,0.0,1.017e+03,360.0,3.1
50,0,2016-04-03 17:00:00,0.0,0,Other,4698,1.981e+03,,24.4,4.0,4.4,0.0,1.017e+03,360.0,3.1
50,1,2016-04-03 17:00:00,2617.04,0,Other,4698,1.981e+03,,24.4,4.0,4.4,0.0,1.017e+03,360.0,3.1
100,0,2016-04-03 17:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,4.0,4.4,0.0,1.017e+03,360.0,3.1
150,0,2016-04-03 17:00:00,375.8,1,Office,65657,1.955e+03,8.0,15.1,,6.0,,1.003e+03,120.0,5.1
0,0,2016-04-03 18:00:00,0.0,0,Education,7432,2.008e+03,,22.8,4.0,9.4,0.0,1.0175e+03,110.0,6.2
50,0,2016-04-03 18:00:00,0.0,0,Other,4698,1.981e+03,,22.8,4.0,9.4,0.0,1.0175e+03,110.0,6.2
50,1,2016-04-03 18:00:00,2659.25,0,Other,4698,1.981e+03,,22.8,4.0,9.4,0.0,1.0175e+03,110.0,6.2
100,0,2016-04-03 18:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,22.8,4.0,9.4,0.0,1.0175e+03,110.0,6.2
150,0,2016-04-03 18:00:00,367.3,1,Office,65657,1.955e+03,8.0,14.8,,6.9,,1.002e+03,90.0,4.6
0,0,2016-04-03 19:00:00,0.0,0,Education,7432,2.008e+03,,21.1,4.0,9.4,0.0,1.018e+03,80.0,5.7
50,0,2016-04-03 19:00:00,0.0,0,Other,4698,1.981e+03,,21.1,4.0,9.4,0.0,1.018e+03,80.0,5.7
50,1,2016-04-03 19:00:00,2574.83,0,Other,4698,1.981e+03,,21.1,4.0,9.4,0.0,1.018e+03,80.0,5.7
100,0,2016-04-03 19:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.1,4.0,9.4,0.0,1.018e+03,80.0,5.7
150,0,2016-04-03 19:00:00,361.0,1,Office,65657,1.955e+03,8.0,12.2,,10.8,,1.0025e+03,110.0,4.1
0,0,2016-04-03 20:00:00,0.0,0,Education,7432,2.008e+03,,18.9,2.0,9.4,0.0,1.019e+03,80.0,4.1
50,0,2016-04-03 20:00:00,0.0,0,Other,4698,1.981e+03,,18.9,2.0,9.4,0.0,1.019e+03,80.0,4.1
50,1,2016-04-03 20:00:00,2532.62,0,Other,4698,1.981e+03,,18.9,2.0,9.4,0.0,1.019e+03,80.0,4.1
100,0,2016-04-03 20:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,18.9,2.0,9.4,0.0,1.019e+03,80.0,4.1
150,0,2016-04-03 20:00:00,348.1,1,Office,65657,1.955e+03,8.0,12.4,,10.3,,1.003e+03,140.0,4.6
0,0,2016-04-03 21:00:00,0.0,0,Education,7432,2.008e+03,,17.8,2.0,10.0,0.0,1.0195e+03,70.0,3.6
50,0,2016-04-03 21:00:00,0.0,0,Other,4698,1.981e+03,,17.8,2.0,10.0,0.0,1.0195e+03,70.0,3.6
50,1,2016-04-03 21:00:00,2532.62,0,Other,4698,1.981e+03,,17.8,2.0,10.0,0.0,1.0195e+03,70.0,3.6
100,0,2016-04-03 21:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,17.8,2.0,10.0,0.0,1.0195e+03,70.0,3.6
150,0,2016-04-03 21:00:00,343.7,1,Office,65657,1.955e+03,8.0,12.1,,9.7,,1.003e+03,160.0,3.6
0,0,2016-04-03 22:00:00,0.0,0,Education,7432,2.008e+03,,17.2,2.0,10.0,0.0,1.0205e+03,70.0,3.1
50,0,2016-04-03 22:00:00,0.0,0,Other,4698,1.981e+03,,17.2,2.0,10.0,0.0,1.0205e+03,70.0,3.1
50,1,2016-04-03 22:00:00,2617.04,0,Other,4698,1.981e+03,,17.2,2.0,10.0,0.0,1.0205e+03,70.0,3.1
100,0,2016-04-03 22:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,17.2,2.0,10.0,0.0,1.0205e+03,70.0,3.1
150,0,2016-04-03 22:00:00,343.2,1,Office,65657,1.955e+03,8.0,11.4,,9.5,,1.0025e+03,160.0,3.6
0,0,2016-04-03 23:00:00,0.0,0,Education,7432,2.008e+03,,16.7,0.0,10.0,0.0,1.0205e+03,60.0,3.1
50,0,2016-04-03 23:00:00,0.0,0,Other,4698,1.981e+03,,16.7,0.0,10.0,0.0,1.0205e+03,60.0,3.1
50,1,2016-04-03 23:00:00,2574.83,0,Other,4698,1.981e+03,,16.7,0.0,10.0,0.0,1.0205e+03,60.0,3.1
100,0,2016-04-03 23:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,16.7,0.0,10.0,0.0,1.0205e+03,60.0,3.1
150,0,2016-04-03 23:00:00,335.1,1,Office,65657,1.955e+03,8.0,10.9,,9.4,,1.0025e+03,190.0,3.1
0,0,2016-04-04 00:00:00,0.0,0,Education,7432,2.008e+03,,15.6,2.0,10.0,0.0,1.0205e+03,20.0,3.1
50,0,2016-04-04 00:00:00,0.0,0,Other,4698,1.981e+03,,15.6,2.0,10.0,0.0,1.0205e+03,20.0,3.1
50,1,2016-04-04 00:00:00,2532.62,0,Other,4698,1.981e+03,,15.6,2.0,10.0,0.0,1.0205e+03,20.0,3.1
100,0,2016-04-04 00:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,15.6,2.0,10.0,0.0,1.0205e+03,20.0,3.1
150,0,2016-04-04 00:00:00,342.4,1,Office,65657,1.955e+03,8.0,9.3,,8.8,,1.0025e+03,150.0,2.1
0,0,2016-04-04 01:00:00,0.0,0,Education,7432,2.008e+03,,15.0,,10.6,0.0,1.02e+03,0.0,0.0
50,0,2016-04-04 01:00:00,0.0,0,Other,4698,1.981e+03,,15.0,,10.6,0.0,1.02e+03,0.0,0.0
50,1,2016-04-04 01:00:00,2701.46,0,Other,4698,1.981e+03,,15.0,,10.6,0.0,1.02e+03,0.0,0.0
100,0,2016-04-04 01:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,15.0,,10.6,0.0,1.02e+03,0.0,0.0
150,0,2016-04-04 01:00:00,331.6,1,Office,65657,1.955e+03,8.0,10.1,,9.4,,1.0025e+03,170.0,3.1
0,0,2016-04-04 02:00:00,0.0,0,Education,7432,2.008e+03,,13.9,6.0,10.6,0.0,1.02e+03,0.0,0.0
50,0,2016-04-04 02:00:00,0.0,0,Other,4698,1.981e+03,,13.9,6.0,10.6,0.0,1.02e+03,0.0,0.0
50,1,2016-04-04 02:00:00,2743.67,0,Other,4698,1.981e+03,,13.9,6.0,10.6,0.0,1.02e+03,0.0,0.0
100,0,2016-04-04 02:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,13.9,6.0,10.6,0.0,1.02e+03,0.0,0.0
150,0,2016-04-04 02:00:00,330.4,1,Office,65657,1.955e+03,8.0,9.9,,8.9,,1.0025e+03,160.0,4.1
0,0,2016-04-04 03:00:00,0.0,0,Education,7432,2.008e+03,,15.6,,11.1,0.0,1.019e+03,360.0,2.6
50,0,2016-04-04 03:00:00,0.0,0,Other,4698,1.981e+03,,15.6,,11.1,0.0,1.019e+03,360.0,2.6
50,1,2016-04-04 03:00:00,2785.88,0,Other,4698,1.981e+03,,15.6,,11.1,0.0,1.019e+03,360.0,2.6
100,0,2016-04-04 03:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,15.6,,11.1,0.0,1.019e+03,360.0,2.6
150,0,2016-04-04 03:00:00,332.5,1,Office,65657,1.955e+03,8.0,9.8,,8.2,,1.002e+03,180.0,3.1
0,0,2016-04-04 04:00:00,0.0,0,Education,7432,2.008e+03,,15.0,,11.7,0.0,1.0185e+03,10.0,2.6
50,0,2016-04-04 04:00:00,0.0,0,Other,4698,1.981e+03,,15.0,,11.7,0.0,1.0185e+03,10.0,2.6
50,1,2016-04-04 04:00:00,2828.09,0,Other,4698,1.981e+03,,15.0,,11.7,0.0,1.0185e+03,10.0,2.6
100,0,2016-04-04 04:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,15.0,,11.7,0.0,1.0185e+03,10.0,2.6
150,0,2016-04-04 04:00:00,344.5,1,Office,65657,1.955e+03,8.0,9.4,,7.9,,1.0015e+03,180.0,4.1
0,0,2016-04-04 05:00:00,0.0,0,Education,7432,2.008e+03,,16.1,,11.7,0.0,1.0185e+03,340.0,1.5
50,0,2016-04-04 05:00:00,0.0,0,Other,4698,1.981e+03,,16.1,,11.7,0.0,1.0185e+03,340.0,1.5
50,1,2016-04-04 05:00:00,2617.04,0,Other,4698,1.981e+03,,16.1,,11.7,0.0,1.0185e+03,340.0,1.5
100,0,2016-04-04 05:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,16.1,,11.7,0.0,1.0185e+03,340.0,1.5
150,0,2016-04-04 05:00:00,369.5,1,Office,65657,1.955e+03,8.0,9.0,,7.6,,1.0015e+03,170.0,3.1
0,0,2016-04-04 06:00:00,0.0,0,Education,7432,2.008e+03,,16.1,,12.2,0.0,1.018e+03,360.0,1.5
50,0,2016-04-04 06:00:00,0.0,0,Other,4698,1.981e+03,,16.1,,12.2,0.0,1.018e+03,360.0,1.5
50,1,2016-04-04 06:00:00,2532.62,0,Other,4698,1.981e+03,,16.1,,12.2,0.0,1.018e+03,360.0,1.5
100,0,2016-04-04 06:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,16.1,,12.2,0.0,1.018e+03,360.0,1.5
150,0,2016-04-04 06:00:00,405.4,1,Office,65657,1.955e+03,8.0,8.9,,7.6,,1.0015e+03,170.0,3.6
0,0,2016-04-04 07:00:00,0.0,0,Education,7432,2.008e+03,,16.1,,12.8,0.0,1.0195e+03,330.0,2.1
50,0,2016-04-04 07:00:00,0.0,0,Other,4698,1.981e+03,,16.1,,12.8,0.0,1.0195e+03,330.0,2.1
50,1,2016-04-04 07:00:00,2574.83,0,Other,4698,1.981e+03,,16.1,,12.8,0.0,1.0195e+03,330.0,2.1
100,0,2016-04-04 07:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,16.1,,12.8,0.0,1.0195e+03,330.0,2.1
150,0,2016-04-04 07:00:00,425.9,1,Office,65657,1.955e+03,8.0,9.0,,7.4,,1.002e+03,160.0,3.6
0,0,2016-04-04 08:00:00,0.0,0,Education,7432,2.008e+03,,17.2,6.0,13.3,0.0,1.02e+03,0.0,0.0
50,0,2016-04-04 08:00:00,0.0,0,Other,4698,1.981e+03,,17.2,6.0,13.3,0.0,1.02e+03,0.0,0.0
50,1,2016-04-04 08:00:00,2490.41,0,Other,4698,1.981e+03,,17.2,6.0,13.3,0.0,1.02e+03,0.0,0.0
100,0,2016-04-04 08:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,17.2,6.0,13.3,0.0,1.02e+03,0.0,0.0
150,0,2016-04-04 08:00:00,464.5,1,Office,65657,1.955e+03,8.0,9.5,,7.9,,1.0025e+03,150.0,4.1
0,0,2016-04-04 09:00:00,0.0,0,Education,7432,2.008e+03,,18.3,,13.9,0.0,1.02e+03,0.0,0.0
50,0,2016-04-04 09:00:00,0.0,0,Other,4698,1.981e+03,,18.3,,13.9,0.0,1.02e+03,0.0,0.0
50,1,2016-04-04 09:00:00,2617.04,0,Other,4698,1.981e+03,,18.3,,13.9,0.0,1.02e+03,0.0,0.0
100,0,2016-04-04 09:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,18.3,,13.9,0.0,1.02e+03,0.0,0.0
150,0,2016-04-04 09:00:00,502.1,1,Office,65657,1.955e+03,8.0,10.6,,7.6,,1.0025e+03,170.0,5.7
0,0,2016-04-04 10:00:00,0.0,0,Education,7432,2.008e+03,,20.6,,13.3,0.0,1.021e+03,0.0,0.0
50,0,2016-04-04 10:00:00,0.0,0,Other,4698,1.981e+03,,20.6,,13.3,0.0,1.021e+03,0.0,0.0
50,1,2016-04-04 10:00:00,2574.83,0,Other,4698,1.981e+03,,20.6,,13.3,0.0,1.021e+03,0.0,0.0
100,0,2016-04-04 10:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,20.6,,13.3,0.0,1.021e+03,0.0,0.0
150,0,2016-04-04 10:00:00,516.0,1,Office,65657,1.955e+03,8.0,12.0,,7.3,,1.0025e+03,180.0,5.1
0,0,2016-04-04 11:00:00,0.0,0,Education,7432,2.008e+03,,22.2,,11.7,0.0,1.0215e+03,320.0,2.1
50,0,2016-04-04 11:00:00,0.0,0,Other,4698,1.981e+03,,22.2,,11.7,0.0,1.0215e+03,320.0,2.1
50,1,2016-04-04 11:00:00,2659.25,0,Other,4698,1.981e+03,,22.2,,11.7,0.0,1.0215e+03,320.0,2.1
100,0,2016-04-04 11:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,22.2,,11.7,0.0,1.0215e+03,320.0,2.1
150,0,2016-04-04 11:00:00,523.0,1,Office,65657,1.955e+03,8.0,12.2,,6.6,,1.002e+03,170.0,5.7
0,0,2016-04-04 12:00:00,0.0,0,Education,7432,2.008e+03,,24.4,4.0,8.9,0.0,1.021e+03,30.0,2.6
50,0,2016-04-04 12:00:00,0.0,0,Other,4698,1.981e+03,,24.4,4.0,8.9,0.0,1.021e+03,30.0,2.6
50,1,2016-04-04 12:00:00,2701.46,0,Other,4698,1.981e+03,,24.4,4.0,8.9,0.0,1.021e+03,30.0,2.6
100,0,2016-04-04 12:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,4.0,8.9,0.0,1.021e+03,30.0,2.6
150,0,2016-04-04 12:00:00,529.9,1,Office,65657,1.955e+03,8.0,12.6,,7.2,,1.002e+03,180.0,7.2
0,0,2016-04-04 13:00:00,0.0,0,Education,7432,2.008e+03,,25.0,,8.9,0.0,1.0205e+03,0.0,0.0
50,0,2016-04-04 13:00:00,0.0,0,Other,4698,1.981e+03,,25.0,,8.9,0.0,1.0205e+03,0.0,0.0
50,1,2016-04-04 13:00:00,2785.88,0,Other,4698,1.981e+03,,25.0,,8.9,0.0,1.0205e+03,0.0,0.0
100,0,2016-04-04 13:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,25.0,,8.9,0.0,1.0205e+03,0.0,0.0
150,0,2016-04-04 13:00:00,531.0,1,Office,65657,1.955e+03,8.0,11.9,,9.4,,1.002e+03,170.0,6.7
0,0,2016-04-04 14:00:00,0.0,0,Education,7432,2.008e+03,,26.1,4.0,8.9,0.0,1.0195e+03,330.0,2.6
50,0,2016-04-04 14:00:00,0.0,0,Other,4698,1.981e+03,,26.1,4.0,8.9,0.0,1.0195e+03,330.0,2.6
50,1,2016-04-04 14:00:00,2785.88,0,Other,4698,1.981e+03,,26.1,4.0,8.9,0.0,1.0195e+03,330.0,2.6
100,0,2016-04-04 14:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,26.1,4.0,8.9,0.0,1.0195e+03,330.0,2.6
150,0,2016-04-04 14:00:00,527.8,1,Office,65657,1.955e+03,8.0,11.9,,7.5,,1.002e+03,180.0,6.2
0,0,2016-04-04 15:00:00,0.0,0,Education,7432,2.008e+03,,25.6,4.0,8.3,0.0,1.0185e+03,,1.5
50,0,2016-04-04 15:00:00,0.0,0,Other,4698,1.981e+03,,25.6,4.0,8.3,0.0,1.0185e+03,,1.5
50,1,2016-04-04 15:00:00,2785.88,0,Other,4698,1.981e+03,,25.6,4.0,8.3,0.0,1.0185e+03,,1.5
100,0,2016-04-04 15:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,25.6,4.0,8.3,0.0,1.0185e+03,,1.5
150,0,2016-04-04 15:00:00,517.5,1,Office,65657,1.955e+03,8.0,12.1,,8.9,,1.002e+03,190.0,5.7
0,0,2016-04-04 16:00:00,0.0,0,Education,7432,2.008e+03,,26.7,2.0,7.8,0.0,1.0175e+03,360.0,3.6
50,0,2016-04-04 16:00:00,0.0,0,Other,4698,1.981e+03,,26.7,2.0,7.8,0.0,1.0175e+03,360.0,3.6
50,1,2016-04-04 16:00:00,2828.09,0,Other,4698,1.981e+03,,26.7,2.0,7.8,0.0,1.0175e+03,360.0,3.6
100,0,2016-04-04 16:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,26.7,2.0,7.8,0.0,1.0175e+03,360.0,3.6
150,0,2016-04-04 16:00:00,497.1,1,Office,65657,1.955e+03,8.0,12.2,,9.1,,1.0015e+03,180.0,6.2
0,0,2016-04-04 17:00:00,0.0,0,Education,7432,2.008e+03,,27.2,2.0,7.8,0.0,1.0165e+03,290.0,3.6
50,0,2016-04-04 17:00:00,0.0,0,Other,4698,1.981e+03,,27.2,2.0,7.8,0.0,1.0165e+03,290.0,3.6
50,1,2016-04-04 17:00:00,2828.09,0,Other,4698,1.981e+03,,27.2,2.0,7.8,0.0,1.0165e+03,290.0,3.6
100,0,2016-04-04 17:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,27.2,2.0,7.8,0.0,1.0165e+03,290.0,3.6
150,0,2016-04-04 17:00:00,453.4,1,Office,65657,1.955e+03,8.0,11.5,,8.1,,1.0015e+03,170.0,5.7
0,0,2016-04-04 18:00:00,0.0,0,Education,7432,2.008e+03,,26.7,0.0,5.6,0.0,1.0165e+03,280.0,3.1
50,0,2016-04-04 18:00:00,0.0,0,Other,4698,1.981e+03,,26.7,0.0,5.6,0.0,1.0165e+03,280.0,3.1
50,1,2016-04-04 18:00:00,2828.09,0,Other,4698,1.981e+03,,26.7,0.0,5.6,0.0,1.0165e+03,280.0,3.1
100,0,2016-04-04 18:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,26.7,0.0,5.6,0.0,1.0165e+03,280.0,3.1
150,0,2016-04-04 18:00:00,428.8,1,Office,65657,1.955e+03,8.0,11.7,,7.7,,1.002e+03,180.0,5.7
0,0,2016-04-04 19:00:00,0.0,0,Education,7432,2.008e+03,,25.6,0.0,6.1,0.0,1.0165e+03,280.0,3.1
50,0,2016-04-04 19:00:00,0.0,0,Other,4698,1.981e+03,,25.6,0.0,6.1,0.0,1.0165e+03,280.0,3.1
50,1,2016-04-04 19:00:00,2785.88,0,Other,4698,1.981e+03,,25.6,0.0,6.1,0.0,1.0165e+03,280.0,3.1
100,0,2016-04-04 19:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,25.6,0.0,6.1,0.0,1.0165e+03,280.0,3.1
150,0,2016-04-04 19:00:00,408.1,1,Office,65657,1.955e+03,8.0,11.0,,6.1,,1.003e+03,190.0,3.6
0,0,2016-04-04 20:00:00,0.0,0,Education,7432,2.008e+03,,23.9,0.0,5.6,0.0,1.017e+03,280.0,2.1
50,0,2016-04-04 20:00:00,0.0,0,Other,4698,1.981e+03,,23.9,0.0,5.6,0.0,1.017e+03,280.0,2.1
50,1,2016-04-04 20:00:00,2617.04,0,Other,4698,1.981e+03,,23.9,0.0,5.6,0.0,1.017e+03,280.0,2.1
100,0,2016-04-04 20:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,23.9,0.0,5.6,0.0,1.017e+03,280.0,2.1
150,0,2016-04-04 20:00:00,390.6,1,Office,65657,1.955e+03,8.0,10.0,,6.8,,1.0035e+03,170.0,3.6
0,0,2016-04-04 21:00:00,0.0,0,Education,7432,2.008e+03,,21.1,0.0,10.0,0.0,1.018e+03,90.0,3.6
50,0,2016-04-04 21:00:00,0.0,0,Other,4698,1.981e+03,,21.1,0.0,10.0,0.0,1.018e+03,90.0,3.6
50,1,2016-04-04 21:00:00,2743.67,0,Other,4698,1.981e+03,,21.1,0.0,10.0,0.0,1.018e+03,90.0,3.6
100,0,2016-04-04 21:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.1,0.0,10.0,0.0,1.018e+03,90.0,3.6
150,0,2016-04-04 21:00:00,389.0,1,Office,65657,1.955e+03,8.0,9.5,,6.8,,1.0035e+03,180.0,4.6
0,0,2016-04-04 22:00:00,0.0,0,Education,7432,2.008e+03,,18.9,0.0,11.7,0.0,1.0185e+03,120.0,2.1
50,0,2016-04-04 22:00:00,0.0,0,Other,4698,1.981e+03,,18.9,0.0,11.7,0.0,1.0185e+03,120.0,2.1
50,1,2016-04-04 22:00:00,2532.62,0,Other,4698,1.981e+03,,18.9,0.0,11.7,0.0,1.0185e+03,120.0,2.1
100,0,2016-04-04 22:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,18.9,0.0,11.7,0.0,1.0185e+03,120.0,2.1
150,0,2016-04-04 22:00:00,369.7,1,Office,65657,1.955e+03,8.0,9.5,,7.4,,1.004e+03,190.0,4.1
0,0,2016-04-04 23:00:00,0.0,0,Education,7432,2.008e+03,,19.4,0.0,11.7,0.0,1.0195e+03,260.0,1.5
50,0,2016-04-04 23:00:00,0.0,0,Other,4698,1.981e+03,,19.4,0.0,11.7,0.0,1.0195e+03,260.0,1.5
50,1,2016-04-04 23:00:00,2912.51,0,Other,4698,1.981e+03,,19.4,0.0,11.7,0.0,1.0195e+03,260.0,1.5
100,0,2016-04-04 23:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,19.4,0.0,11.7,0.0,1.0195e+03,260.0,1.5
150,0,2016-04-04 23:00:00,352.4,1,Office,65657,1.955e+03,8.0,9.0,,7.6,,1.004e+03,210.0,3.6
0,0,2016-04-05 00:00:00,0.0,0,Education,7432,2.008e+03,,20.0,0.0,12.2,0.0,1.0195e+03,260.0,1.5
50,0,2016-04-05 00:00:00,0.0,0,Other,4698,1.981e+03,,20.0,0.0,12.2,0.0,1.0195e+03,260.0,1.5
50,1,2016-04-05 00:00:00,2870.3,0,Other,4698,1.981e+03,,20.0,0.0,12.2,0.0,1.0195e+03,260.0,1.5
100,0,2016-04-05 00:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,20.0,0.0,12.2,0.0,1.0195e+03,260.0,1.5
150,0,2016-04-05 00:00:00,353.5,1,Office,65657,1.955e+03,8.0,8.9,,7.8,,1.0045e+03,190.0,2.1
0,0,2016-04-05 01:00:00,0.0,0,Education,7432,2.008e+03,,17.8,0.0,12.2,0.0,1.0195e+03,280.0,2.1
50,0,2016-04-05 01:00:00,0.0,0,Other,4698,1.981e+03,,17.8,0.0,12.2,0.0,1.0195e+03,280.0,2.1
50,1,2016-04-05 01:00:00,2785.88,0,Other,4698,1.981e+03,,17.8,0.0,12.2,0.0,1.0195e+03,280.0,2.1
100,0,2016-04-05 01:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,17.8,0.0,12.2,0.0,1.0195e+03,280.0,2.1
150,0,2016-04-05 01:00:00,353.6,1,Office,65657,1.955e+03,8.0,8.7,,7.7,,1.0045e+03,180.0,3.1
0,0,2016-04-05 02:00:00,0.0,0,Education,7432,2.008e+03,,18.3,0.0,10.6,0.0,1.019e+03,290.0,4.1
50,0,2016-04-05 02:00:00,0.0,0,Other,4698,1.981e+03,,18.3,0.0,10.6,0.0,1.019e+03,290.0,4.1
50,1,2016-04-05 02:00:00,2828.09,0,Other,4698,1.981e+03,,18.3,0.0,10.6,0.0,1.019e+03,290.0,4.1
100,0,2016-04-05 02:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,18.3,0.0,10.6,0.0,1.019e+03,290.0,4.1
150,0,2016-04-05 02:00:00,352.7,1,Office,65657,1.955e+03,8.0,7.9,,7.3,,1.004e+03,210.0,2.6
0,0,2016-04-05 03:00:00,0.0,0,Education,7432,2.008e+03,,17.2,0.0,10.0,0.0,1.0185e+03,290.0,2.1
50,0,2016-04-05 03:00:00,0.0,0,Other,4698,1.981e+03,,17.2,0.0,10.0,0.0,1.0185e+03,290.0,2.1
50,1,2016-04-05 03:00:00,2828.09,0,Other,4698,1.981e+03,,17.2,0.0,10.0,0.0,1.0185e+03,290.0,2.1
